DoctorID,Region,Specialization,Disease,Drug,NumPrescriptions
Doc_3080,Hyderabad,Pulmonologist,Liver Disease,Tenofovir,438
Doc_3080,Hyderabad,Pulmonologist,Asthma,Budesonide,108
Doc_3080,Hyderabad,Pulmonologist,Cancer,Doxorubicin,288
Doc_3080,Hyderabad,Pulmonologist,Heart Disease,Atorvastatin,221
Doc_3080,Hyderabad,Pulmonologist,Hypertension,Losartan,93
Doc_3081,Ahmedabad,Dermatologist,Asthma,Montelukast,126
Doc_3081,Ahmedabad,Dermatologist,Diabetes,Insulin,63
Doc_3081,Ahmedabad,Dermatologist,Hypertension,Metoprolol,118
Doc_3081,Ahmedabad,Dermatologist,Skin Infection,Amoxicillin,329
Doc_3082,Kolkata,Endocrinologist,Cancer,Cisplatin,122
Doc_3082,Kolkata,Endocrinologist,Diabetes,Insulin,314
Doc_3082,Kolkata,Endocrinologist,Hypertension,Metoprolol,114
Doc_3082,Kolkata,Endocrinologist,Heart Disease,Atorvastatin,300
Doc_3083,Jaipur,Dermatologist,Heart Disease,Atorvastatin,128
Doc_3083,Jaipur,Dermatologist,Stroke,Warfarin,438
Doc_3083,Jaipur,Dermatologist,Asthma,Budesonide,360
Doc_3083,Jaipur,Dermatologist,Cancer,Paclitaxel,315
Doc_3084,Lucknow,Gastroenterologist,Skin Infection,Clindamycin,230
Doc_3084,Lucknow,Gastroenterologist,Hypertension,Losartan,133
Doc_3085,Bangalore,Neurologist,Cancer,Doxorubicin,203
Doc_3085,Bangalore,Neurologist,Diabetes,Metformin,391
Doc_3085,Bangalore,Neurologist,Stroke,Alteplase,297
Doc_3085,Bangalore,Neurologist,Asthma,Budesonide,204
Doc_3086,Lucknow,Gastroenterologist,Liver Disease,Tenofovir,235
Doc_3086,Lucknow,Gastroenterologist,Asthma,Budesonide,64
Doc_3086,Lucknow,Gastroenterologist,Hypertension,Losartan,11
Doc_3086,Lucknow,Gastroenterologist,Cancer,Cisplatin,328
Doc_3087,Ahmedabad,Oncologist,Skin Infection,Mupirocin,371
Doc_3087,Ahmedabad,Oncologist,Asthma,Budesonide,461
Doc_3088,Hyderabad,Gastroenterologist,Cancer,Doxorubicin,411
Doc_3088,Hyderabad,Gastroenterologist,Heart Disease,Clopidogrel,329
Doc_3088,Hyderabad,Gastroenterologist,Hypertension,Amlodipine,450
Doc_3088,Hyderabad,Gastroenterologist,Skin Infection,Mupirocin,68
Doc_3089,Hyderabad,Oncologist,Skin Infection,Mupirocin,228
Doc_3089,Hyderabad,Oncologist,Cancer,Cisplatin,405
Doc_3089,Hyderabad,Oncologist,Asthma,Montelukast,466
Doc_3089,Hyderabad,Oncologist,Heart Disease,Aspirin,133
Doc_3090,Chennai,Pulmonologist,Stroke,Warfarin,492
Doc_3091,Kolkata,Endocrinologist,Stroke,Clopidogrel,478
Doc_3091,Kolkata,Endocrinologist,Cancer,Cisplatin,106
Doc_3091,Kolkata,Endocrinologist,Hypertension,Metoprolol,441
Doc_3091,Kolkata,Endocrinologist,Heart Disease,Aspirin,389
Doc_3092,Hyderabad,Gastroenterologist,Diabetes,Metformin,160
Doc_3092,Hyderabad,Gastroenterologist,Cancer,Paclitaxel,200
Doc_3092,Hyderabad,Gastroenterologist,Skin Infection,Mupirocin,223
Doc_3092,Hyderabad,Gastroenterologist,Heart Disease,Aspirin,51
Doc_3092,Hyderabad,Gastroenterologist,Stroke,Clopidogrel,457
Doc_3093,Lucknow,Cardiologist,Liver Disease,Ursodeoxycholic Acid,87
Doc_3094,Pune,Pulmonologist,Diabetes,Metformin,471
Doc_3094,Pune,Pulmonologist,Stroke,Alteplase,128
Doc_3095,Delhi,Endocrinologist,Stroke,Clopidogrel,383
Doc_3096,Hyderabad,Neurologist,Skin Infection,Clindamycin,355
Doc_3096,Hyderabad,Neurologist,Asthma,Montelukast,267
Doc_3097,Lucknow,Oncologist,Asthma,Montelukast,47
Doc_3097,Lucknow,Oncologist,Liver Disease,Tenofovir,330
Doc_3097,Lucknow,Oncologist,Stroke,Warfarin,184
Doc_3098,Mumbai,Dermatologist,Cancer,Paclitaxel,460
Doc_3099,Jaipur,Neurologist,Stroke,Clopidogrel,469
Doc_3099,Jaipur,Neurologist,Diabetes,Glipizide,440
Doc_3099,Jaipur,Neurologist,Cancer,Cisplatin,499
Doc_3099,Jaipur,Neurologist,Skin Infection,Mupirocin,176
Doc_3100,Kolkata,Oncologist,Liver Disease,Tenofovir,441
Doc_3100,Kolkata,Oncologist,Cancer,Paclitaxel,210
Doc_3100,Kolkata,Oncologist,Skin Infection,Clindamycin,13
Doc_3100,Kolkata,Oncologist,Stroke,Clopidogrel,340
Doc_3100,Kolkata,Oncologist,Heart Disease,Clopidogrel,241
Doc_3101,Bangalore,Gastroenterologist,Heart Disease,Clopidogrel,475
Doc_3102,Bangalore,Endocrinologist,Heart Disease,Atorvastatin,470
Doc_3102,Bangalore,Endocrinologist,Stroke,Alteplase,313
Doc_3102,Bangalore,Endocrinologist,Asthma,Montelukast,354
Doc_3102,Bangalore,Endocrinologist,Skin Infection,Clindamycin,358
Doc_3103,Ahmedabad,Gastroenterologist,Skin Infection,Clindamycin,156
Doc_3103,Ahmedabad,Gastroenterologist,Stroke,Clopidogrel,196
Doc_3104,Mumbai,Pulmonologist,Asthma,Budesonide,331
Doc_3104,Mumbai,Pulmonologist,Cancer,Paclitaxel,53
Doc_3104,Mumbai,Pulmonologist,Heart Disease,Clopidogrel,313
Doc_3104,Mumbai,Pulmonologist,Stroke,Warfarin,300
Doc_3104,Mumbai,Pulmonologist,Skin Infection,Mupirocin,376
Doc_3105,Ahmedabad,Oncologist,Stroke,Alteplase,348
Doc_3105,Ahmedabad,Oncologist,Diabetes,Metformin,320
Doc_3105,Ahmedabad,Oncologist,Skin Infection,Clindamycin,171
Doc_3106,Bangalore,Pulmonologist,Heart Disease,Atorvastatin,287
Doc_3106,Bangalore,Pulmonologist,Asthma,Montelukast,146
Doc_3106,Bangalore,Pulmonologist,Stroke,Alteplase,375
Doc_3107,Hyderabad,Dermatologist,Liver Disease,Tenofovir,363
Doc_3107,Hyderabad,Dermatologist,Diabetes,Metformin,202
Doc_3107,Hyderabad,Dermatologist,Heart Disease,Clopidogrel,11
Doc_3108,Delhi,Endocrinologist,Diabetes,Insulin,448
Doc_3109,Hyderabad,Oncologist,Hypertension,Amlodipine,285
Doc_3109,Hyderabad,Oncologist,Skin Infection,Amoxicillin,484
Doc_3109,Hyderabad,Oncologist,Heart Disease,Atorvastatin,308
Doc_3109,Hyderabad,Oncologist,Cancer,Cisplatin,182
Doc_3109,Hyderabad,Oncologist,Liver Disease,Silymarin,140
Doc_3110,Chennai,Neurologist,Diabetes,Metformin,105
Doc_3111,Bangalore,Pulmonologist,Skin Infection,Amoxicillin,366
Doc_3112,Chennai,General Physician,Heart Disease,Atorvastatin,11
Doc_3113,Jaipur,General Physician,Asthma,Budesonide,130
Doc_3113,Jaipur,General Physician,Hypertension,Metoprolol,220
Doc_3113,Jaipur,General Physician,Liver Disease,Silymarin,448
Doc_3113,Jaipur,General Physician,Diabetes,Glipizide,244
Doc_3114,Jaipur,Dermatologist,Stroke,Alteplase,172
Doc_3114,Jaipur,Dermatologist,Heart Disease,Aspirin,423
Doc_3114,Jaipur,Dermatologist,Skin Infection,Amoxicillin,155
Doc_3115,Lucknow,Oncologist,Hypertension,Metoprolol,94
Doc_3115,Lucknow,Oncologist,Liver Disease,Ursodeoxycholic Acid,109
Doc_3115,Lucknow,Oncologist,Heart Disease,Clopidogrel,252
Doc_3116,Pune,Cardiologist,Diabetes,Insulin,468
Doc_3116,Pune,Cardiologist,Cancer,Cisplatin,128
Doc_3117,Kolkata,Pulmonologist,Cancer,Paclitaxel,493
Doc_3117,Kolkata,Pulmonologist,Hypertension,Losartan,289
Doc_3117,Kolkata,Pulmonologist,Heart Disease,Aspirin,31
Doc_3118,Bangalore,Gastroenterologist,Skin Infection,Mupirocin,471
Doc_3118,Bangalore,Gastroenterologist,Stroke,Alteplase,53
Doc_3119,Delhi,General Physician,Liver Disease,Ursodeoxycholic Acid,457
Doc_3120,Chennai,Endocrinologist,Hypertension,Amlodipine,169
Doc_3120,Chennai,Endocrinologist,Stroke,Warfarin,120
Doc_3120,Chennai,Endocrinologist,Asthma,Montelukast,188
Doc_3120,Chennai,Endocrinologist,Skin Infection,Clindamycin,207
Doc_3121,Lucknow,Cardiologist,Skin Infection,Amoxicillin,492
Doc_3121,Lucknow,Cardiologist,Hypertension,Metoprolol,408
Doc_3121,Lucknow,Cardiologist,Asthma,Salbutamol,430
Doc_3121,Lucknow,Cardiologist,Cancer,Doxorubicin,419
Doc_3122,Mumbai,Neurologist,Stroke,Clopidogrel,263
Doc_3122,Mumbai,Neurologist,Cancer,Cisplatin,487
Doc_3123,Pune,Pulmonologist,Asthma,Budesonide,61
Doc_3123,Pune,Pulmonologist,Skin Infection,Amoxicillin,301
Doc_3123,Pune,Pulmonologist,Stroke,Clopidogrel,356
Doc_3123,Pune,Pulmonologist,Cancer,Paclitaxel,248
Doc_3124,Delhi,Pulmonologist,Heart Disease,Clopidogrel,270
Doc_3124,Delhi,Pulmonologist,Asthma,Salbutamol,367
Doc_3125,Jaipur,Oncologist,Asthma,Salbutamol,417
Doc_3125,Jaipur,Oncologist,Stroke,Alteplase,56
Doc_3125,Jaipur,Oncologist,Cancer,Paclitaxel,359
Doc_3125,Jaipur,Oncologist,Skin Infection,Mupirocin,362
Doc_3126,Ahmedabad,Dermatologist,Stroke,Warfarin,119
Doc_3126,Ahmedabad,Dermatologist,Hypertension,Losartan,480
Doc_3126,Ahmedabad,Dermatologist,Diabetes,Insulin,457
Doc_3126,Ahmedabad,Dermatologist,Skin Infection,Clindamycin,383
Doc_3126,Ahmedabad,Dermatologist,Asthma,Salbutamol,339
Doc_3127,Jaipur,Endocrinologist,Hypertension,Losartan,304
Doc_3127,Jaipur,Endocrinologist,Asthma,Budesonide,90
Doc_3128,Delhi,Cardiologist,Cancer,Doxorubicin,64
Doc_3128,Delhi,Cardiologist,Stroke,Alteplase,88
Doc_3128,Delhi,Cardiologist,Liver Disease,Tenofovir,177
Doc_3129,Bangalore,Neurologist,Diabetes,Glipizide,281
Doc_3129,Bangalore,Neurologist,Asthma,Budesonide,329
Doc_3130,Jaipur,General Physician,Stroke,Warfarin,168
Doc_3130,Jaipur,General Physician,Hypertension,Losartan,107
Doc_3131,Kolkata,Neurologist,Hypertension,Metoprolol,398
Doc_3132,Pune,Neurologist,Asthma,Budesonide,460
Doc_3132,Pune,Neurologist,Diabetes,Glipizide,206
Doc_3133,Jaipur,Pulmonologist,Cancer,Paclitaxel,39
Doc_3133,Jaipur,Pulmonologist,Heart Disease,Clopidogrel,306
Doc_3133,Jaipur,Pulmonologist,Diabetes,Metformin,328
Doc_3133,Jaipur,Pulmonologist,Hypertension,Amlodipine,104
Doc_3133,Jaipur,Pulmonologist,Skin Infection,Amoxicillin,216
Doc_3134,Ahmedabad,Oncologist,Heart Disease,Atorvastatin,206
Doc_3134,Ahmedabad,Oncologist,Skin Infection,Clindamycin,141
Doc_3135,Lucknow,Dermatologist,Diabetes,Insulin,55
Doc_3136,Delhi,Neurologist,Stroke,Clopidogrel,154
Doc_3136,Delhi,Neurologist,Liver Disease,Tenofovir,433
Doc_3136,Delhi,Neurologist,Diabetes,Insulin,379
Doc_3136,Delhi,Neurologist,Hypertension,Losartan,387
Doc_3137,Ahmedabad,Endocrinologist,Heart Disease,Atorvastatin,59
Doc_3137,Ahmedabad,Endocrinologist,Cancer,Paclitaxel,419
Doc_3137,Ahmedabad,Endocrinologist,Asthma,Montelukast,388
Doc_3137,Ahmedabad,Endocrinologist,Liver Disease,Silymarin,88
Doc_3138,Mumbai,Dermatologist,Hypertension,Losartan,480
Doc_3138,Mumbai,Dermatologist,Heart Disease,Clopidogrel,230
Doc_3139,Ahmedabad,General Physician,Liver Disease,Tenofovir,238
Doc_3139,Ahmedabad,General Physician,Stroke,Alteplase,436
Doc_3140,Bangalore,Pulmonologist,Stroke,Alteplase,304
Doc_3140,Bangalore,Pulmonologist,Hypertension,Metoprolol,152
Doc_3140,Bangalore,Pulmonologist,Asthma,Salbutamol,405
Doc_3141,Pune,Gastroenterologist,Skin Infection,Clindamycin,263
Doc_3141,Pune,Gastroenterologist,Cancer,Doxorubicin,40
Doc_3141,Pune,Gastroenterologist,Diabetes,Glipizide,339
Doc_3141,Pune,Gastroenterologist,Hypertension,Losartan,308
Doc_3142,Ahmedabad,General Physician,Hypertension,Metoprolol,132
Doc_3142,Ahmedabad,General Physician,Heart Disease,Aspirin,82
Doc_3142,Ahmedabad,General Physician,Skin Infection,Clindamycin,320
Doc_3142,Ahmedabad,General Physician,Stroke,Clopidogrel,103
Doc_3142,Ahmedabad,General Physician,Cancer,Doxorubicin,245
Doc_3143,Pune,Dermatologist,Stroke,Clopidogrel,403
Doc_3144,Delhi,Endocrinologist,Liver Disease,Tenofovir,220
Doc_3144,Delhi,Endocrinologist,Asthma,Budesonide,369
Doc_3145,Bangalore,Oncologist,Skin Infection,Clindamycin,155
Doc_3146,Pune,Dermatologist,Diabetes,Insulin,219
Doc_3146,Pune,Dermatologist,Skin Infection,Mupirocin,21
Doc_3146,Pune,Dermatologist,Stroke,Warfarin,260
Doc_3146,Pune,Dermatologist,Hypertension,Amlodipine,169
Doc_3147,Hyderabad,Endocrinologist,Hypertension,Amlodipine,215
Doc_3147,Hyderabad,Endocrinologist,Cancer,Paclitaxel,50
Doc_3148,Lucknow,General Physician,Liver Disease,Ursodeoxycholic Acid,296
Doc_3148,Lucknow,General Physician,Stroke,Warfarin,235
Doc_3149,Kolkata,Oncologist,Stroke,Clopidogrel,372
Doc_3149,Kolkata,Oncologist,Cancer,Doxorubicin,104
Doc_3149,Kolkata,Oncologist,Diabetes,Metformin,186
Doc_3149,Kolkata,Oncologist,Heart Disease,Clopidogrel,495
Doc_3150,Hyderabad,Oncologist,Heart Disease,Aspirin,50
Doc_3150,Hyderabad,Oncologist,Liver Disease,Silymarin,270
Doc_3150,Hyderabad,Oncologist,Asthma,Salbutamol,32
Doc_3151,Lucknow,Pulmonologist,Heart Disease,Atorvastatin,237
Doc_3151,Lucknow,Pulmonologist,Asthma,Montelukast,155
Doc_3151,Lucknow,Pulmonologist,Diabetes,Insulin,232
Doc_3151,Lucknow,Pulmonologist,Stroke,Alteplase,397
Doc_3152,Lucknow,Dermatologist,Skin Infection,Clindamycin,191
Doc_3152,Lucknow,Dermatologist,Asthma,Salbutamol,311
Doc_3152,Lucknow,Dermatologist,Heart Disease,Aspirin,239
Doc_3152,Lucknow,Dermatologist,Stroke,Warfarin,241
Doc_3153,Kolkata,Oncologist,Liver Disease,Silymarin,116
Doc_3153,Kolkata,Oncologist,Hypertension,Amlodipine,256
Doc_3154,Hyderabad,Neurologist,Hypertension,Metoprolol,135
Doc_3155,Pune,General Physician,Stroke,Clopidogrel,346
Doc_3156,Mumbai,Oncologist,Stroke,Warfarin,483
Doc_3156,Mumbai,Oncologist,Liver Disease,Silymarin,66
Doc_3156,Mumbai,Oncologist,Cancer,Cisplatin,53
Doc_3156,Mumbai,Oncologist,Heart Disease,Aspirin,362
Doc_3156,Mumbai,Oncologist,Diabetes,Metformin,386
Doc_3157,Mumbai,General Physician,Asthma,Budesonide,338
Doc_3157,Mumbai,General Physician,Heart Disease,Atorvastatin,40
Doc_3157,Mumbai,General Physician,Diabetes,Insulin,281
Doc_3158,Kolkata,Neurologist,Cancer,Doxorubicin,307
Doc_3158,Kolkata,Neurologist,Asthma,Salbutamol,140
Doc_3159,Lucknow,Dermatologist,Hypertension,Losartan,14
Doc_3159,Lucknow,Dermatologist,Stroke,Alteplase,193
Doc_3160,Bangalore,Pulmonologist,Diabetes,Glipizide,142
Doc_3160,Bangalore,Pulmonologist,Liver Disease,Silymarin,259
Doc_3160,Bangalore,Pulmonologist,Cancer,Doxorubicin,456
Doc_3160,Bangalore,Pulmonologist,Asthma,Montelukast,431
Doc_3160,Bangalore,Pulmonologist,Stroke,Warfarin,447
Doc_3161,Mumbai,Oncologist,Stroke,Clopidogrel,374
Doc_3161,Mumbai,Oncologist,Hypertension,Losartan,45
Doc_3161,Mumbai,Oncologist,Heart Disease,Clopidogrel,165
Doc_3161,Mumbai,Oncologist,Asthma,Salbutamol,257
Doc_3162,Chennai,Pulmonologist,Heart Disease,Aspirin,38
Doc_3162,Chennai,Pulmonologist,Liver Disease,Silymarin,492
Doc_3162,Chennai,Pulmonologist,Diabetes,Insulin,71
Doc_3163,Pune,General Physician,Heart Disease,Aspirin,379
Doc_3164,Mumbai,Gastroenterologist,Skin Infection,Amoxicillin,376
Doc_3164,Mumbai,Gastroenterologist,Stroke,Clopidogrel,240
Doc_3164,Mumbai,Gastroenterologist,Liver Disease,Tenofovir,322
Doc_3164,Mumbai,Gastroenterologist,Heart Disease,Atorvastatin,441
Doc_3164,Mumbai,Gastroenterologist,Cancer,Doxorubicin,243
Doc_3165,Ahmedabad,Endocrinologist,Heart Disease,Clopidogrel,16
Doc_3165,Ahmedabad,Endocrinologist,Cancer,Cisplatin,114
Doc_3165,Ahmedabad,Endocrinologist,Hypertension,Losartan,316
Doc_3165,Ahmedabad,Endocrinologist,Liver Disease,Silymarin,233
Doc_3166,Lucknow,Dermatologist,Diabetes,Glipizide,120
Doc_3166,Lucknow,Dermatologist,Heart Disease,Atorvastatin,195
Doc_3166,Lucknow,Dermatologist,Asthma,Salbutamol,245
Doc_3167,Pune,Oncologist,Cancer,Cisplatin,482
Doc_3167,Pune,Oncologist,Asthma,Montelukast,96
Doc_3168,Kolkata,Cardiologist,Diabetes,Glipizide,256
Doc_3169,Ahmedabad,Pulmonologist,Stroke,Clopidogrel,361
Doc_3170,Mumbai,Endocrinologist,Heart Disease,Atorvastatin,475
Doc_3170,Mumbai,Endocrinologist,Skin Infection,Clindamycin,456
Doc_3170,Mumbai,Endocrinologist,Asthma,Budesonide,320
Doc_3171,Kolkata,Endocrinologist,Heart Disease,Aspirin,194
Doc_3171,Kolkata,Endocrinologist,Diabetes,Glipizide,69
Doc_3171,Kolkata,Endocrinologist,Cancer,Doxorubicin,154
Doc_3171,Kolkata,Endocrinologist,Hypertension,Amlodipine,380
Doc_3172,Hyderabad,Oncologist,Hypertension,Losartan,309
Doc_3172,Hyderabad,Oncologist,Cancer,Paclitaxel,380
Doc_3172,Hyderabad,Oncologist,Heart Disease,Aspirin,326
Doc_3172,Hyderabad,Oncologist,Stroke,Alteplase,276
Doc_3173,Ahmedabad,Cardiologist,Asthma,Montelukast,231
Doc_3174,Pune,Neurologist,Cancer,Cisplatin,97
Doc_3175,Lucknow,Oncologist,Diabetes,Insulin,440
Doc_3175,Lucknow,Oncologist,Cancer,Paclitaxel,287
Doc_3175,Lucknow,Oncologist,Asthma,Salbutamol,266
Doc_3175,Lucknow,Oncologist,Heart Disease,Clopidogrel,201
Doc_3176,Delhi,Neurologist,Skin Infection,Mupirocin,75
Doc_3176,Delhi,Neurologist,Hypertension,Amlodipine,199
Doc_3176,Delhi,Neurologist,Cancer,Cisplatin,485
Doc_3177,Lucknow,General Physician,Skin Infection,Clindamycin,91
Doc_3177,Lucknow,General Physician,Diabetes,Metformin,191
Doc_3177,Lucknow,General Physician,Stroke,Alteplase,197
Doc_3177,Lucknow,General Physician,Cancer,Doxorubicin,53
Doc_3178,Delhi,Endocrinologist,Cancer,Paclitaxel,217
Doc_3179,Lucknow,Endocrinologist,Hypertension,Amlodipine,266
Doc_3179,Lucknow,Endocrinologist,Liver Disease,Ursodeoxycholic Acid,124
Doc_3179,Lucknow,Endocrinologist,Diabetes,Glipizide,468
Doc_3180,Pune,Neurologist,Cancer,Paclitaxel,138
Doc_3181,Chennai,Gastroenterologist,Asthma,Salbutamol,53
Doc_3181,Chennai,Gastroenterologist,Hypertension,Amlodipine,498
Doc_3182,Ahmedabad,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,103
Doc_3182,Ahmedabad,Gastroenterologist,Heart Disease,Atorvastatin,401
Doc_3182,Ahmedabad,Gastroenterologist,Diabetes,Insulin,263
Doc_3182,Ahmedabad,Gastroenterologist,Cancer,Cisplatin,333
Doc_3182,Ahmedabad,Gastroenterologist,Asthma,Salbutamol,263
Doc_3183,Lucknow,Gastroenterologist,Skin Infection,Clindamycin,144
Doc_3183,Lucknow,Gastroenterologist,Hypertension,Metoprolol,150
Doc_3183,Lucknow,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,239
Doc_3184,Bangalore,Dermatologist,Asthma,Salbutamol,22
Doc_3185,Mumbai,Pulmonologist,Cancer,Paclitaxel,29
Doc_3185,Mumbai,Pulmonologist,Asthma,Budesonide,219
Doc_3185,Mumbai,Pulmonologist,Liver Disease,Silymarin,189
Doc_3186,Mumbai,Oncologist,Heart Disease,Aspirin,70
Doc_3187,Mumbai,General Physician,Skin Infection,Mupirocin,295
Doc_3187,Mumbai,General Physician,Hypertension,Amlodipine,297
Doc_3187,Mumbai,General Physician,Liver Disease,Ursodeoxycholic Acid,223
Doc_3187,Mumbai,General Physician,Asthma,Salbutamol,239
Doc_3188,Delhi,General Physician,Asthma,Montelukast,82
Doc_3188,Delhi,General Physician,Diabetes,Metformin,393
Doc_3189,Pune,Pulmonologist,Liver Disease,Silymarin,27
Doc_3190,Lucknow,Dermatologist,Hypertension,Amlodipine,97
Doc_3190,Lucknow,Dermatologist,Diabetes,Insulin,451
Doc_3190,Lucknow,Dermatologist,Liver Disease,Ursodeoxycholic Acid,185
Doc_3191,Bangalore,Dermatologist,Heart Disease,Atorvastatin,487
Doc_3192,Delhi,Pulmonologist,Hypertension,Losartan,155
Doc_3192,Delhi,Pulmonologist,Diabetes,Insulin,237
Doc_3192,Delhi,Pulmonologist,Cancer,Paclitaxel,433
Doc_3193,Lucknow,Neurologist,Heart Disease,Aspirin,138
Doc_3193,Lucknow,Neurologist,Asthma,Montelukast,197
Doc_3193,Lucknow,Neurologist,Diabetes,Metformin,104
Doc_3194,Jaipur,Dermatologist,Skin Infection,Clindamycin,399
Doc_3194,Jaipur,Dermatologist,Asthma,Salbutamol,48
Doc_3195,Ahmedabad,Neurologist,Hypertension,Losartan,192
Doc_3195,Ahmedabad,Neurologist,Skin Infection,Amoxicillin,461
Doc_3196,Bangalore,Dermatologist,Liver Disease,Silymarin,227
Doc_3197,Delhi,General Physician,Skin Infection,Amoxicillin,145
Doc_3197,Delhi,General Physician,Stroke,Warfarin,14
Doc_3197,Delhi,General Physician,Heart Disease,Atorvastatin,378
Doc_3198,Ahmedabad,Neurologist,Hypertension,Losartan,376
Doc_3198,Ahmedabad,Neurologist,Stroke,Warfarin,456
Doc_3198,Ahmedabad,Neurologist,Liver Disease,Tenofovir,369
Doc_3198,Ahmedabad,Neurologist,Diabetes,Metformin,122
Doc_3198,Ahmedabad,Neurologist,Heart Disease,Aspirin,451
Doc_3199,Bangalore,Endocrinologist,Liver Disease,Ursodeoxycholic Acid,13
Doc_3199,Bangalore,Endocrinologist,Stroke,Clopidogrel,130
Doc_3199,Bangalore,Endocrinologist,Diabetes,Glipizide,307
Doc_3200,Hyderabad,Neurologist,Cancer,Cisplatin,85
Doc_3201,Chennai,Neurologist,Asthma,Montelukast,419
Doc_3201,Chennai,Neurologist,Diabetes,Metformin,455
Doc_3202,Lucknow,General Physician,Asthma,Budesonide,445
Doc_3202,Lucknow,General Physician,Diabetes,Insulin,322
Doc_3202,Lucknow,General Physician,Heart Disease,Clopidogrel,407
Doc_3202,Lucknow,General Physician,Liver Disease,Silymarin,13
Doc_3202,Lucknow,General Physician,Skin Infection,Clindamycin,415
Doc_3203,Delhi,Gastroenterologist,Stroke,Alteplase,399
Doc_3203,Delhi,Gastroenterologist,Heart Disease,Aspirin,88
Doc_3203,Delhi,Gastroenterologist,Diabetes,Glipizide,331
Doc_3203,Delhi,Gastroenterologist,Liver Disease,Silymarin,408
Doc_3203,Delhi,Gastroenterologist,Hypertension,Losartan,16
Doc_3204,Ahmedabad,Pulmonologist,Cancer,Cisplatin,162
Doc_3204,Ahmedabad,Pulmonologist,Liver Disease,Silymarin,337
Doc_3205,Pune,Dermatologist,Liver Disease,Silymarin,135
Doc_3205,Pune,Dermatologist,Heart Disease,Clopidogrel,179
Doc_3205,Pune,Dermatologist,Stroke,Clopidogrel,159
Doc_3206,Chennai,Neurologist,Liver Disease,Silymarin,434
Doc_3206,Chennai,Neurologist,Stroke,Warfarin,383
Doc_3207,Hyderabad,Endocrinologist,Stroke,Alteplase,317
Doc_3208,Delhi,General Physician,Hypertension,Losartan,278
Doc_3209,Delhi,Dermatologist,Liver Disease,Ursodeoxycholic Acid,71
Doc_3210,Chennai,Endocrinologist,Diabetes,Glipizide,259
Doc_3210,Chennai,Endocrinologist,Hypertension,Metoprolol,448
Doc_3210,Chennai,Endocrinologist,Liver Disease,Tenofovir,274
Doc_3211,Hyderabad,Cardiologist,Skin Infection,Mupirocin,72
Doc_3211,Hyderabad,Cardiologist,Stroke,Warfarin,415
Doc_3212,Pune,Gastroenterologist,Asthma,Salbutamol,197
Doc_3212,Pune,Gastroenterologist,Heart Disease,Clopidogrel,108
Doc_3212,Pune,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,333
Doc_3212,Pune,Gastroenterologist,Cancer,Paclitaxel,417
Doc_3212,Pune,Gastroenterologist,Diabetes,Metformin,298
Doc_3213,Jaipur,Dermatologist,Cancer,Paclitaxel,485
Doc_3213,Jaipur,Dermatologist,Diabetes,Insulin,18
Doc_3214,Kolkata,Neurologist,Asthma,Salbutamol,357
Doc_3214,Kolkata,Neurologist,Stroke,Alteplase,474
Doc_3214,Kolkata,Neurologist,Skin Infection,Amoxicillin,314
Doc_3214,Kolkata,Neurologist,Diabetes,Glipizide,490
Doc_3214,Kolkata,Neurologist,Heart Disease,Clopidogrel,258
Doc_3215,Delhi,Cardiologist,Stroke,Alteplase,149
Doc_3215,Delhi,Cardiologist,Hypertension,Metoprolol,82
Doc_3215,Delhi,Cardiologist,Skin Infection,Mupirocin,222
Doc_3215,Delhi,Cardiologist,Diabetes,Metformin,122
Doc_3216,Chennai,Dermatologist,Asthma,Montelukast,484
Doc_3217,Bangalore,Oncologist,Skin Infection,Clindamycin,464
Doc_3217,Bangalore,Oncologist,Hypertension,Losartan,310
Doc_3218,Jaipur,Endocrinologist,Diabetes,Metformin,266
Doc_3219,Hyderabad,Cardiologist,Skin Infection,Amoxicillin,288
Doc_3220,Chennai,Endocrinologist,Cancer,Paclitaxel,102
Doc_3220,Chennai,Endocrinologist,Liver Disease,Tenofovir,386
Doc_3220,Chennai,Endocrinologist,Diabetes,Metformin,224
Doc_3220,Chennai,Endocrinologist,Asthma,Budesonide,258
Doc_3220,Chennai,Endocrinologist,Skin Infection,Amoxicillin,80
Doc_3221,Pune,Gastroenterologist,Liver Disease,Tenofovir,441
Doc_3222,Delhi,Cardiologist,Hypertension,Losartan,378
Doc_3222,Delhi,Cardiologist,Asthma,Salbutamol,221
Doc_3223,Ahmedabad,Dermatologist,Hypertension,Amlodipine,272
Doc_3223,Ahmedabad,Dermatologist,Asthma,Salbutamol,179
Doc_3223,Ahmedabad,Dermatologist,Stroke,Clopidogrel,165
Doc_3223,Ahmedabad,Dermatologist,Cancer,Doxorubicin,243
Doc_3223,Ahmedabad,Dermatologist,Liver Disease,Ursodeoxycholic Acid,179
Doc_3224,Mumbai,General Physician,Hypertension,Losartan,275
Doc_3224,Mumbai,General Physician,Asthma,Salbutamol,328
Doc_3224,Mumbai,General Physician,Stroke,Alteplase,202
Doc_3225,Mumbai,Endocrinologist,Liver Disease,Silymarin,242
Doc_3225,Mumbai,Endocrinologist,Cancer,Paclitaxel,243
Doc_3226,Jaipur,General Physician,Diabetes,Glipizide,81
